linea;desde;hasta;estacion;pasajeros
C;14:00;14:14;Mariano Moreno;49
H;14:00;14:14;Patricios;37
H;14:00;14:14;Corrientes;31
A;14:00;14:14;Plaza Miserere;161
H;14:00;14:14;Venezuela;26
A;14:00;14:14;Puan;34
B;14:00;14:14;Uruguay;138
D;14:00;14:14;Scalabrini Ortiz;104
B;14:00;14:14;Carlos Gardel;191
E;14:00;14:14;Varela;12
D;14:00;14:14;Olleros;116
A;14:00;14:14;Loria;73
B;14:00;14:14;Los Incas;88
D;14:00;14:14;Bulnes;173
E;14:00;14:14;Pza. de los Virreyes;63
E;14:00;14:14;Independencia.;32
A;14:00;14:14;Alberti;40
A;14:00;14:14;Carabobo;76
A;14:00;14:14;Lima;69
E;14:00;14:14;Medalla Milagrosa;16
E;14:00;14:14;Emilio Mitre;13
E;14:00;14:14;Avenida La Plata;28
D;14:00;14:14;Congreso de Tucuman;238
B;14:00;14:14;Federico Lacroze;164
A;14:00;14:14;Primera Junta;80
B;14:00;14:14;Florida;228
B;14:00;14:14;Pasteur;199
B;14:00;14:14;Callao;162
C;14:00;14:14;Lavalle;103
E;14:00;14:14;Bolivar;57
C;14:00;14:14;San Juan;62
D;14:00;14:14;Callao.;112
A;14:00;14:14;Flores;56
B;14:00;14:14;Carlos Pellegrini;185
E;14:00;14:14;Boedo;50
B;14:00;14:14;Echeverria;57
A;14:00;14:14;Plaza de Mayo;74
H;14:00;14:14;Caseros;28
B;14:00;14:14;Tronador;55
B;14:00;14:14;Angel Gallardo;145
C;14:00;14:14;Diagonal Norte;54
A;14:00;14:14;Acoyte;97
H;14:00;14:14;Once;50
D;14:00;14:14;Tribunales;73
E;14:00;14:14;Entre Rios;28
C;14:00;14:14;General San Martin;69
B;14:00;14:14;Dorrego;97
E;14:00;14:14;Urquiza;22
D;14:00;14:14;Aguero;144
C;14:00;14:14;Avenida de Mayo;46
H;14:00;14:14;Humberto I;20
D;14:00;14:14;Ministro Carranza;74
B;14:00;14:14;Medrano;136
C;14:00;14:14;Retiro;391
A;14:00;14:14;Piedras;56
D;14:00;14:14;Pueyrredon.;155
B;14:00;14:14;Rosas;121
E;14:00;14:14;Pichincha;15
A;14:00;14:14;San Pedrito;175
B;14:00;14:14;Pueyrredon;194
A;14:00;14:14;Congreso;107
E;14:00;14:14;Jujuy;31
D;14:00;14:14;Catedral;182
D;14:00;14:14;Facultad de Medicina;87
B;14:00;14:14;Malabia;177
H;14:00;14:14;Inclan;21
E;14:00;14:14;Jose Maria Moreno;29
A;14:00;14:14;Saenz Peña;66
C;14:00;14:14;Independencia;48
C;14:00;14:14;Constitucion;235
D;14:00;14:14;Jose Hernandez;127
A;14:00;14:14;Castro Barros;51
D;14:00;14:14;Plaza Italia;92
D;14:00;14:14;Palermo;115
D;14:00;14:14;9 de julio;55
A;14:00;14:14;Pasco;26
H;14:00;14:14;Hospitales;20
E;14:00;14:14;San Jose;18
D;14:00;14:14;Juramento;171
A;14:00;14:14;Rio de Janeiro;62
A;14:15;14:29;Primera Junta;73
B;14:15;14:29;Medrano;158
A;14:15;14:29;Plaza de Mayo;65
B;14:15;14:29;Los Incas;105
E;14:15;14:29;Emilio Mitre;20
A;14:15;14:29;Acoyte;114
B;14:15;14:29;Leandro N. Alem;174
E;14:15;14:29;General Belgrano;13
D;14:15;14:29;Callao.;101
A;14:15;14:29;Rio de Janeiro;63
D;14:15;14:29;Juramento;166
B;14:15;14:29;Pasteur;147
C;14:15;14:29;Constitucion;369
E;14:15;14:29;Avenida La Plata;24
C;14:15;14:29;Mariano Moreno;43
A;14:15;14:29;Lima;37
D;14:15;14:29;Plaza Italia;91
E;14:15;14:29;Entre Rios;33
A;14:15;14:29;Plaza Miserere;146
B;14:15;14:29;Echeverria;52
A;14:15;14:29;Loria;52
A;14:15;14:29;Flores;65
E;14:15;14:29;Bolivar;78
D;14:15;14:29;Bulnes;144
C;14:15;14:29;Independencia;38
H;14:15;14:29;Inclan;19
D;14:15;14:29;Facultad de Medicina;108
D;14:15;14:29;Olleros;125
A;14:15;14:29;Carabobo;72
E;14:15;14:29;Varela;15
A;14:15;14:29;Congreso;86
A;14:15;14:29;San Pedrito;239
D;14:15;14:29;9 de julio;60
E;14:15;14:29;Urquiza;7
D;14:15;14:29;Jose Hernandez;116
D;14:15;14:29;Catedral;175
C;14:15;14:29;General San Martin;77
A;14:15;14:29;Saenz Peña;67
H;14:15;14:29;Patricios;31
H;14:15;14:29;Caseros;36
B;14:15;14:29;Callao;155
H;14:15;14:29;Hospitales;11
D;14:15;14:29;Congreso de Tucuman;282
B;14:15;14:29;Angel Gallardo;121
C;14:15;14:29;Lavalle;106
B;14:15;14:29;Pueyrredon;203
A;14:15;14:29;Piedras;39
D;14:15;14:29;Palermo;156
B;14:15;14:29;Florida;183
A;14:15;14:29;Peru;94
C;14:15;14:29;San Juan;62
E;14:15;14:29;Medalla Milagrosa;14
B;14:15;14:29;Carlos Gardel;184
B;14:15;14:29;Uruguay;138
B;14:15;14:29;Rosas;148
E;14:15;14:29;Pza. de los Virreyes;32
D;14:15;14:29;Tribunales;76
C;14:15;14:29;Diagonal Norte;39
E;14:15;14:29;Independencia.;25
E;14:15;14:29;Jujuy;25
D;14:15;14:29;Aguero;104
D;14:15;14:29;Pueyrredon.;136
H;14:15;14:29;Venezuela;34
E;14:15;14:29;Pichincha;11
D;14:15;14:29;Ministro Carranza;75
A;14:15;14:29;Alberti;56
H;14:15;14:29;Humberto I;38
C;14:15;14:29;Avenida de Mayo;59
A;14:15;14:29;Pasco;30
A;14:15;14:29;Castro Barros;62
B;14:15;14:29;Malabia;204
H;14:15;14:29;Once;69
C;14:15;14:29;Retiro;382
H;14:15;14:29;Corrientes;30
E;14:15;14:29;Boedo;29
B;14:15;14:29;Dorrego;110
B;14:15;14:29;Tronador;67
B;14:15;14:29;Carlos Pellegrini;190
A;14:15;14:29;Puan;32
D;14:15;14:29;Scalabrini Ortiz;111
E;14:15;14:29;San Jose;12
E;14:15;14:29;Jose Maria Moreno;25
B;14:15;14:29;Federico Lacroze;338
D;14:30;14:44;Juramento;161
D;14:30;14:44;Congreso de Tucuman;261
A;14:30;14:44;Primera Junta;72
A;14:30;14:44;Pasco;30
E;14:30;14:44;Varela;11
D;14:30;14:44;Scalabrini Ortiz;89
H;14:30;14:44;Corrientes;57
E;14:30;14:44;Entre Rios;25
B;14:30;14:44;Los Incas;95
B;14:30;14:44;Pasteur;138
D;14:30;14:44;Callao.;99
A;14:30;14:44;Congreso;84
H;14:30;14:44;Inclan;17
B;14:30;14:44;Dorrego;77
E;14:30;14:44;Urquiza;22
E;14:30;14:44;Medalla Milagrosa;11
A;14:30;14:44;Plaza de Mayo;66
D;14:30;14:44;Aguero;106
A;14:30;14:44;Puan;24
A;14:30;14:44;San Pedrito;169
H;14:30;14:44;Once;45
E;14:30;14:44;Independencia.;34
C;14:30;14:44;Diagonal Norte;37
B;14:30;14:44;Callao;160
A;14:30;14:44;Castro Barros;73
D;14:30;14:44;Plaza Italia;124
A;14:30;14:44;Plaza Miserere;141
A;14:30;14:44;Carabobo;69
E;14:30;14:44;Jose Maria Moreno;12
B;14:30;14:44;Tronador;58
B;14:30;14:44;Carlos Pellegrini;208
B;14:30;14:44;Carlos Gardel;180
E;14:30;14:44;Boedo;40
A;14:30;14:44;Acoyte;100
E;14:30;14:44;Pza. de los Virreyes;57
D;14:30;14:44;Jose Hernandez;101
C;14:30;14:44;Independencia;46
B;14:30;14:44;Leandro N. Alem;102
C;14:30;14:44;Retiro;395
D;14:30;14:44;Ministro Carranza;60
A;14:30;14:44;Peru;74
A;14:30;14:44;Lima;54
C;14:30;14:44;General San Martin;59
A;14:30;14:44;Alberti;53
B;14:30;14:44;Uruguay;133
B;14:30;14:44;Medrano;160
C;14:30;14:44;Constitucion;384
A;14:30;14:44;Rio de Janeiro;68
E;14:30;14:44;San Jose;10
B;14:30;14:44;Federico Lacroze;331
B;14:30;14:44;Malabia;228
E;14:30;14:44;Jujuy;18
H;14:30;14:44;Hospitales;17
D;14:30;14:44;Catedral;114
D;14:30;14:44;Palermo;159
E;14:30;14:44;Avenida La Plata;44
C;14:30;14:44;Lavalle;90
D;14:30;14:44;9 de julio;49
A;14:30;14:44;Loria;40
B;14:30;14:44;Florida;228
D;14:30;14:44;Olleros;134
A;14:30;14:44;Piedras;43
H;14:30;14:44;Humberto I;23
B;14:30;14:44;Pueyrredon;198
E;14:30;14:44;General Belgrano;11
H;14:30;14:44;Caseros;40
D;14:30;14:44;Bulnes;169
E;14:30;14:44;Pichincha;13
C;14:30;14:44;Avenida de Mayo;33
H;14:30;14:44;Venezuela;22
E;14:30;14:44;Emilio Mitre;19
D;14:30;14:44;Pueyrredon.;104
B;14:30;14:44;Rosas;140
H;14:30;14:44;Patricios;36
B;14:30;14:44;Angel Gallardo;117
C;14:30;14:44;Mariano Moreno;26
A;14:30;14:44;Saenz Peña;45
D;14:30;14:44;Facultad de Medicina;96
B;14:30;14:44;Echeverria;47
D;14:30;14:44;Tribunales;66
E;14:30;14:44;Bolivar;50
C;14:30;14:44;San Juan;44
A;14:30;14:44;Flores;76
A;14:45;14:59;Peru;65
A;14:45;14:59;Loria;44
E;14:45;14:59;Boedo;43
C;14:45;14:59;General San Martin;98
D;14:45;14:59;Aguero;81
A;14:45;14:59;Saenz Peña;48
H;14:45;14:59;Hospitales;13
E;14:45;14:59;Medalla Milagrosa;7
C;14:45;14:59;Diagonal Norte;33
E;14:45;14:59;Entre Rios;22
A;14:45;14:59;Congreso;116
B;14:45;14:59;Los Incas;104
A;14:45;14:59;Castro Barros;66
C;14:45;14:59;Constitucion;341
D;14:45;14:59;Facultad de Medicina;86
H;14:45;14:59;Humberto I;27
B;14:45;14:59;Callao;149
H;14:45;14:59;Patricios;14
B;14:45;14:59;Federico Lacroze;196
H;14:45;14:59;Inclan;16
A;14:45;14:59;Piedras;47
B;14:45;14:59;Tronador;71
B;14:45;14:59;Angel Gallardo;139
D;14:45;14:59;Pueyrredon.;115
A;14:45;14:59;Flores;63
C;14:45;14:59;San Juan;44
D;14:45;14:59;Jose Hernandez;105
D;14:45;14:59;Bulnes;159
B;14:45;14:59;Rosas;143
D;14:45;14:59;Olleros;110
E;14:45;14:59;Avenida La Plata;22
A;14:45;14:59;Alberti;38
E;14:45;14:59;Pza. de los Virreyes;43
H;14:45;14:59;Venezuela;13
C;14:45;14:59;Avenida de Mayo;40
C;14:45;14:59;Independencia;37
A;14:45;14:59;Acoyte;111
B;14:45;14:59;Carlos Gardel;146
D;14:45;14:59;Catedral;121
C;14:45;14:59;Lavalle;71
D;14:45;14:59;Scalabrini Ortiz;109
A;14:45;14:59;Plaza de Mayo;58
B;14:45;14:59;Malabia;190
H;14:45;14:59;Once;48
H;14:45;14:59;Corrientes;40
E;14:45;14:59;Jujuy;21
E;14:45;14:59;Jose Maria Moreno;23
D;14:45;14:59;9 de julio;55
B;14:45;14:59;Pasteur;112
A;14:45;14:59;Pasco;22
H;14:45;14:59;Caseros;23
D;14:45;14:59;Tribunales;56
D;14:45;14:59;Juramento;141
E;14:45;14:59;San Jose;16
E;14:45;14:59;Varela;16
A;14:45;14:59;San Pedrito;150
E;14:45;14:59;Bolivar;50
D;14:45;14:59;Palermo;85
D;14:45;14:59;Plaza Italia;114
A;14:45;14:59;Rio de Janeiro;68
D;14:45;14:59;Callao.;84
B;14:45;14:59;Leandro N. Alem;107
E;14:45;14:59;Emilio Mitre;14
D;14:45;14:59;Congreso de Tucuman;244
A;14:45;14:59;Carabobo;97
A;14:45;14:59;Plaza Miserere;131
B;14:45;14:59;Uruguay;101
A;14:45;14:59;Primera Junta;83
B;14:45;14:59;Dorrego;129
A;14:45;14:59;Lima;43
B;14:45;14:59;Medrano;172
B;14:45;14:59;Florida;194
E;14:45;14:59;General Belgrano;18
C;14:45;14:59;Mariano Moreno;32
E;14:45;14:59;Pichincha;17
B;14:45;14:59;Echeverria;42
D;14:45;14:59;Ministro Carranza;62
E;14:45;14:59;Urquiza;21
C;14:45;14:59;Retiro;249
B;14:45;14:59;Carlos Pellegrini;204
E;14:45;14:59;Independencia.;19
A;14:45;14:59;Puan;45
B;14:45;14:59;Pueyrredon;207
A;15:00;15:14;Plaza de Mayo;106
B;15:00;15:14;Florida;309
D;15:00;15:14;Juramento;155
C;15:00;15:14;General San Martin;147
C;15:00;15:14;Avenida de Mayo;54
H;15:00;15:14;Corrientes;37
E;15:00;15:14;Emilio Mitre;16
B;15:00;15:14;Leandro N. Alem;161
B;15:00;15:14;Malabia;187
H;15:00;15:14;Caseros;25
A;15:00;15:14;Pasco;35
D;15:00;15:14;Plaza Italia;77
A;15:00;15:14;Congreso;99
B;15:00;15:14;Uruguay;152
H;15:00;15:14;Once;57
A;15:00;15:14;Carabobo;58
C;15:00;15:14;Independencia;46
E;15:00;15:14;General Belgrano;19
B;15:00;15:14;Federico Lacroze;342
D;15:00;15:14;Tribunales;112
C;15:00;15:14;Diagonal Norte;119
A;15:00;15:14;Loria;66
D;15:00;15:14;Catedral;217
C;15:00;15:14;Retiro;327
D;15:00;15:14;Ministro Carranza;84
B;15:00;15:14;Carlos Gardel;208
H;15:00;15:14;Venezuela;19
A;15:00;15:14;Plaza Miserere;125
A;15:00;15:14;Peru;141
D;15:00;15:14;Aguero;103
B;15:00;15:14;Pueyrredon;239
B;15:00;15:14;Dorrego;118
E;15:00;15:14;Medalla Milagrosa;11
E;15:00;15:14;Urquiza;17
C;15:00;15:14;Mariano Moreno;53
C;15:00;15:14;Lavalle;149
A;15:00;15:14;Acoyte;110
D;15:00;15:14;Pueyrredon.;149
H;15:00;15:14;Hospitales;19
E;15:00;15:14;Pza. de los Virreyes;43
B;15:00;15:14;Rosas;160
A;15:00;15:14;Piedras;85
E;15:00;15:14;Jose Maria Moreno;22
D;15:00;15:14;Callao.;143
H;15:00;15:14;Humberto I;23
B;15:00;15:14;Pasteur;140
B;15:00;15:14;Carlos Pellegrini;285
B;15:00;15:14;Tronador;67
D;15:00;15:14;Congreso de Tucuman;234
A;15:00;15:14;Primera Junta;87
E;15:00;15:14;Boedo;32
E;15:00;15:14;Varela;15
A;15:00;15:14;Flores;82
E;15:00;15:14;San Jose;13
E;15:00;15:14;Independencia.;37
A;15:00;15:14;Rio de Janeiro;68
H;15:00;15:14;Inclan;27
H;15:00;15:14;Patricios;19
D;15:00;15:14;Scalabrini Ortiz;113
A;15:00;15:14;San Pedrito;150
A;15:00;15:14;Alberti;50
E;15:00;15:14;Bolivar;78
C;15:00;15:14;Constitucion;258
B;15:00;15:14;Los Incas;86
C;15:00;15:14;San Juan;53
B;15:00;15:14;Echeverria;31
E;15:00;15:14;Pichincha;15
D;15:00;15:14;Palermo;138
D;15:00;15:14;Olleros;119
D;15:00;15:14;Facultad de Medicina;97
B;15:00;15:14;Medrano;165
D;15:00;15:14;9 de julio;61
A;15:00;15:14;Saenz Peña;55
A;15:00;15:14;Lima;74
B;15:00;15:14;Callao;146
E;15:00;15:14;Entre Rios;23
E;15:00;15:14;Jujuy;26
A;15:00;15:14;Castro Barros;70
A;15:00;15:14;Puan;24
E;15:00;15:14;Avenida La Plata;32
D;15:00;15:14;Jose Hernandez;105
B;15:00;15:14;Angel Gallardo;128
D;15:00;15:14;Bulnes;143
B;15:15;15:29;Tronador;74
B;15:15;15:29;Pasteur;164
B;15:15;15:29;Medrano;199
A;15:15;15:29;Rio de Janeiro;57
A;15:15;15:29;Alberti;43
E;15:15;15:29;Independencia.;15
B;15:15;15:29;Callao;182
B;15:15;15:29;Malabia;189
A;15:15;15:29;Flores;69
D;15:15;15:29;9 de julio;57
A;15:15;15:29;Loria;55
H;15:15;15:29;Once;53
A;15:15;15:29;Lima;46
D;15:15;15:29;Bulnes;187
A;15:15;15:29;Puan;28
E;15:15;15:29;General Belgrano;16
B;15:15;15:29;Leandro N. Alem;166
A;15:15;15:29;Pasco;25
A;15:15;15:29;Plaza Miserere;134
A;15:15;15:29;Plaza de Mayo;86
A;15:15;15:29;Acoyte;101
C;15:15;15:29;Constitucion;300
A;15:15;15:29;San Pedrito;160
E;15:15;15:29;Entre Rios;30
D;15:15;15:29;Palermo;133
B;15:15;15:29;Pueyrredon;187
A;15:15;15:29;Carabobo;73
H;15:15;15:29;Hospitales;7
A;15:15;15:29;Piedras;64
B;15:15;15:29;Dorrego;102
D;15:15;15:29;Pueyrredon.;104
H;15:15;15:29;Inclan;16
H;15:15;15:29;Corrientes;43
E;15:15;15:29;Urquiza;17
E;15:15;15:29;Medalla Milagrosa;11
A;15:15;15:29;Primera Junta;96
D;15:15;15:29;Congreso de Tucuman;279
H;15:15;15:29;Caseros;34
H;15:15;15:29;Humberto I;24
B;15:15;15:29;Los Incas;114
B;15:15;15:29;Rosas;138
D;15:15;15:29;Scalabrini Ortiz;127
A;15:15;15:29;Saenz Peña;36
E;15:15;15:29;Bolivar;53
E;15:15;15:29;Jose Maria Moreno;30
D;15:15;15:29;Plaza Italia;112
B;15:15;15:29;Carlos Gardel;211
B;15:15;15:29;Echeverria;46
E;15:15;15:29;Emilio Mitre;33
E;15:15;15:29;Varela;12
B;15:15;15:29;Uruguay;134
D;15:15;15:29;Juramento;171
E;15:15;15:29;Jujuy;30
A;15:15;15:29;Peru;99
E;15:15;15:29;Avenida La Plata;23
A;15:15;15:29;Congreso;94
C;15:15;15:29;San Juan;41
C;15:15;15:29;General San Martin;115
E;15:15;15:29;Pichincha;15
B;15:15;15:29;Florida;248
D;15:15;15:29;Facultad de Medicina;95
H;15:15;15:29;Patricios;30
C;15:15;15:29;Diagonal Norte;52
D;15:15;15:29;Tribunales;87
E;15:15;15:29;Boedo;33
D;15:15;15:29;Catedral;173
C;15:15;15:29;Retiro;491
D;15:15;15:29;Ministro Carranza;81
D;15:15;15:29;Callao.;117
C;15:15;15:29;Lavalle;97
D;15:15;15:29;Olleros;135
B;15:15;15:29;Federico Lacroze;200
D;15:15;15:29;Jose Hernandez;118
B;15:15;15:29;Carlos Pellegrini;225
C;15:15;15:29;Independencia;46
A;15:15;15:29;Castro Barros;64
H;15:15;15:29;Venezuela;31
B;15:15;15:29;Angel Gallardo;131
C;15:15;15:29;Mariano Moreno;32
D;15:15;15:29;Aguero;78
E;15:15;15:29;San Jose;21
E;15:15;15:29;Pza. de los Virreyes;48
C;15:15;15:29;Avenida de Mayo;52
B;15:30;15:44;Pasteur;161
A;15:30;15:44;San Pedrito;165
A;15:30;15:44;Alberti;56
D;15:30;15:44;Bulnes;192
A;15:30;15:44;Acoyte;106
C;15:30;15:44;Independencia;43
E;15:30;15:44;Jujuy;20
B;15:30;15:44;Tronador;55
D;15:30;15:44;Ministro Carranza;60
C;15:30;15:44;Retiro;376
E;15:30;15:44;Bolivar;46
C;15:30;15:44;Diagonal Norte;44
C;15:30;15:44;General San Martin;84
B;15:30;15:44;Carlos Pellegrini;175
A;15:30;15:44;Peru;85
B;15:30;15:44;Callao;160
C;15:30;15:44;Avenida de Mayo;46
E;15:30;15:44;General Belgrano;14
A;15:30;15:44;Loria;59
C;15:30;15:44;San Juan;35
B;15:30;15:44;Medrano;162
E;15:30;15:44;Jose Maria Moreno;17
B;15:30;15:44;Uruguay;109
A;15:30;15:44;Saenz Peña;71
A;15:30;15:44;Plaza de Mayo;77
D;15:30;15:44;9 de julio;77
A;15:30;15:44;Puan;40
H;15:30;15:44;Humberto I;22
B;15:30;15:44;Florida;194
A;15:30;15:44;Castro Barros;62
C;15:30;15:44;Lavalle;114
B;15:30;15:44;Carlos Gardel;229
B;15:30;15:44;Federico Lacroze;276
D;15:30;15:44;Olleros;98
B;15:30;15:44;Rosas;169
D;15:30;15:44;Pueyrredon.;118
E;15:30;15:44;Avenida La Plata;28
E;15:30;15:44;Emilio Mitre;21
A;15:30;15:44;Flores;68
D;15:30;15:44;Callao.;119
E;15:30;15:44;Entre Rios;29
D;15:30;15:44;Plaza Italia;166
D;15:30;15:44;Palermo;112
A;15:30;15:44;Piedras;37
C;15:30;15:44;Constitucion;314
A;15:30;15:44;Congreso;86
D;15:30;15:44;Aguero;111
E;15:30;15:44;Urquiza;14
A;15:30;15:44;Carabobo;78
B;15:30;15:44;Pueyrredon;208
E;15:30;15:44;Pza. de los Virreyes;54
H;15:30;15:44;Once;50
E;15:30;15:44;Medalla Milagrosa;9
H;15:30;15:44;Corrientes;69
H;15:30;15:44;Patricios;24
H;15:30;15:44;Caseros;35
H;15:30;15:44;Inclan;16
A;15:30;15:44;Plaza Miserere;116
D;15:30;15:44;Catedral;125
H;15:30;15:44;Hospitales;21
E;15:30;15:44;Pichincha;12
A;15:30;15:44;Lima;37
D;15:30;15:44;Juramento;142
B;15:30;15:44;Leandro N. Alem;114
D;15:30;15:44;Facultad de Medicina;83
D;15:30;15:44;Scalabrini Ortiz;106
B;15:30;15:44;Angel Gallardo;116
B;15:30;15:44;Dorrego;98
C;15:30;15:44;Mariano Moreno;42
A;15:30;15:44;Pasco;22
B;15:30;15:44;Malabia;196
E;15:30;15:44;Independencia.;36
D;15:30;15:44;Tribunales;66
E;15:30;15:44;Boedo;27
A;15:30;15:44;Primera Junta;76
E;15:30;15:44;Varela;15
D;15:30;15:44;Congreso de Tucuman;246
A;15:30;15:44;Rio de Janeiro;84
H;15:30;15:44;Venezuela;22
B;15:30;15:44;Echeverria;41
E;15:30;15:44;San Jose;17
D;15:30;15:44;Jose Hernandez;102
B;15:30;15:44;Los Incas;105
B;15:45;15:59;Rosas;148
E;15:45;15:59;San Jose;15
B;15:45;15:59;Federico Lacroze;257
E;15:45;15:59;Entre Rios;31
E;15:45;15:59;Varela;32
H;15:45;15:59;Inclan;22
A;15:45;15:59;Saenz Peña;62
D;15:45;15:59;Jose Hernandez;97
A;15:45;15:59;Pasco;37
H;15:45;15:59;Hospitales;13
D;15:45;15:59;9 de julio;61
B;15:45;15:59;Florida;156
A;15:45;15:59;Congreso;87
E;15:45;15:59;Medalla Milagrosa;14
H;15:45;15:59;Humberto I;25
A;15:45;15:59;Rio de Janeiro;60
C;15:45;15:59;Retiro;258
D;15:45;15:59;Palermo;135
B;15:45;15:59;Leandro N. Alem;164
E;15:45;15:59;Pichincha;17
A;15:45;15:59;Primera Junta;94
A;15:45;15:59;Loria;43
E;15:45;15:59;Bolivar;48
A;15:45;15:59;Plaza de Mayo;61
E;15:45;15:59;Urquiza;22
C;15:45;15:59;Constitucion;216
C;15:45;15:59;Independencia;52
H;15:45;15:59;Caseros;21
A;15:45;15:59;San Pedrito;153
D;15:45;15:59;Congreso de Tucuman;241
B;15:45;15:59;Echeverria;52
D;15:45;15:59;Olleros;91
D;15:45;15:59;Ministro Carranza;96
B;15:45;15:59;Medrano;161
D;15:45;15:59;Scalabrini Ortiz;140
B;15:45;15:59;Uruguay;122
C;15:45;15:59;General San Martin;79
H;15:45;15:59;Corrientes;45
B;15:45;15:59;Pueyrredon;209
B;15:45;15:59;Dorrego;113
B;15:45;15:59;Angel Gallardo;157
B;15:45;15:59;Pasteur;154
H;15:45;15:59;Patricios;36
D;15:45;15:59;Tribunales;61
C;15:45;15:59;Avenida de Mayo;39
A;15:45;15:59;Carabobo;83
D;15:45;15:59;Catedral;113
E;15:45;15:59;General Belgrano;13
B;15:45;15:59;Carlos Pellegrini;187
B;15:45;15:59;Tronador;45
D;15:45;15:59;Juramento;162
B;15:45;15:59;Malabia;186
E;15:45;15:59;Jujuy;19
E;15:45;15:59;Pza. de los Virreyes;41
A;15:45;15:59;Piedras;58
A;15:45;15:59;Castro Barros;68
B;15:45;15:59;Los Incas;111
E;15:45;15:59;Boedo;32
E;15:45;15:59;Avenida La Plata;27
B;15:45;15:59;Callao;153
D;15:45;15:59;Callao.;129
C;15:45;15:59;Diagonal Norte;41
A;15:45;15:59;Alberti;47
E;15:45;15:59;Jose Maria Moreno;25
D;15:45;15:59;Aguero;74
C;15:45;15:59;Mariano Moreno;29
C;15:45;15:59;San Juan;33
A;15:45;15:59;Flores;66
A;15:45;15:59;Peru;56
D;15:45;15:59;Plaza Italia;119
D;15:45;15:59;Bulnes;178
A;15:45;15:59;Lima;44
B;15:45;15:59;Carlos Gardel;249
A;15:45;15:59;Acoyte;80
E;15:45;15:59;Emilio Mitre;16
A;15:45;15:59;Plaza Miserere;144
D;15:45;15:59;Facultad de Medicina;77
E;15:45;15:59;Independencia.;35
H;15:45;15:59;Once;42
H;15:45;15:59;Venezuela;15
D;15:45;15:59;Pueyrredon.;145
A;15:45;15:59;Puan;40
C;15:45;15:59;Lavalle;83
A;16:00;16:14;Rio de Janeiro;75
D;16:00;16:14;Juramento;167
A;16:00;16:14;Acoyte;135
A;16:00;16:14;Pasco;42
B;16:00;16:14;Tronador;78
B;16:00;16:14;Carlos Pellegrini;249
D;16:00;16:14;Scalabrini Ortiz;127
E;16:00;16:14;Varela;9
B;16:00;16:14;Los Incas;100
D;16:00;16:14;Pueyrredon.;119
B;16:00;16:14;Rosas;131
H;16:00;16:14;Corrientes;48
H;16:00;16:14;Once;54
B;16:00;16:14;Callao;170
E;16:00;16:14;Emilio Mitre;23
B;16:00;16:14;Florida;202
E;16:00;16:14;Independencia.;31
A;16:00;16:14;Plaza Miserere;161
B;16:00;16:14;Uruguay;137
D;16:00;16:14;Bulnes;184
A;16:00;16:14;San Pedrito;166
H;16:00;16:14;Caseros;24
C;16:00;16:14;Mariano Moreno;49
E;16:00;16:14;Boedo;30
A;16:00;16:14;Primera Junta;84
D;16:00;16:14;Congreso de Tucuman;242
B;16:00;16:14;Echeverria;62
A;16:00;16:14;Peru;111
A;16:00;16:14;Alberti;54
H;16:00;16:14;Patricios;23
A;16:00;16:14;Puan;52
E;16:00;16:14;Bolivar;61
E;16:00;16:14;Pichincha;16
E;16:00;16:14;Pza. de los Virreyes;31
A;16:00;16:14;Saenz Peña;53
B;16:00;16:14;Pueyrredon;193
H;16:00;16:14;Humberto I;21
D;16:00;16:14;Facultad de Medicina;94
C;16:00;16:14;Diagonal Norte;45
A;16:00;16:14;Carabobo;76
A;16:00;16:14;Piedras;64
E;16:00;16:14;Medalla Milagrosa;13
A;16:00;16:14;Castro Barros;67
E;16:00;16:14;Urquiza;18
B;16:00;16:14;Dorrego;128
E;16:00;16:14;Entre Rios;21
A;16:00;16:14;Lima;67
D;16:00;16:14;Aguero;84
B;16:00;16:14;Carlos Gardel;219
D;16:00;16:14;Catedral;119
B;16:00;16:14;Pasteur;156
B;16:00;16:14;Medrano;155
D;16:00;16:14;Callao.;130
C;16:00;16:14;Independencia;46
D;16:00;16:14;Jose Hernandez;121
C;16:00;16:14;General San Martin;152
A;16:00;16:14;Loria;35
D;16:00;16:14;Ministro Carranza;93
C;16:00;16:14;Retiro;456
C;16:00;16:14;Lavalle;118
B;16:00;16:14;Leandro N. Alem;144
H;16:00;16:14;Hospitales;29
D;16:00;16:14;9 de julio;64
E;16:00;16:14;Avenida La Plata;32
B;16:00;16:14;Malabia;209
A;16:00;16:14;Plaza de Mayo;85
D;16:00;16:14;Tribunales;81
D;16:00;16:14;Olleros;101
D;16:00;16:14;Palermo;142
E;16:00;16:14;General Belgrano;39
B;16:00;16:14;Angel Gallardo;143
C;16:00;16:14;San Juan;27
A;16:00;16:14;Flores;82
E;16:00;16:14;Jujuy;24
H;16:00;16:14;Venezuela;31
D;16:00;16:14;Plaza Italia;137
A;16:00;16:14;Congreso;124
H;16:00;16:14;Inclan;17
B;16:00;16:14;Federico Lacroze;264
C;16:00;16:14;Constitucion;465
E;16:00;16:14;San Jose;26
E;16:00;16:14;Jose Maria Moreno;30
C;16:00;16:14;Avenida de Mayo;50
A;16:15;16:29;Rio de Janeiro;59
E;16:15;16:29;Entre Rios;21
D;16:15;16:29;Jose Hernandez;87
C;16:15;16:29;Constitucion;540
